,PMID,FAU,TI,AB,IS,DP,AUID,AID,LA,PL,OT,CI,RN,MH
10,33851566,"['Patil, Amrita', 'Banerji, Rajashri', 'Kanojiya, Poonam', 'Saroj, Sunil D']",Foodborne ESKAPE Biofilms and Antimicrobial Resistance: lessons Learned from Clinical Isolates.,"The ESKAPE pathogens (Enterococcus spp., Staphylococcus aureus, Klebsiella pneumoniae, Acinetobacter baumannii, Pseudomonas aeruginosa, and Enterobacter spp.) are identified to be multidrug-resistant (MDR), extensively drug-resistant (XDR), and pan drug-resistant (PDR); thereby, imposing severe challenges in the treatment of associated infections. ESKAPE pathogens colonize on various biotic and abiotic surfaces; biofilms formed by these pathogens are a potential source for food contamination. Moreover, biofilms play a pivotal role in the development of antimicrobial-resistant (AMR) strains. Hence, the frequent isolation of antimicrobial-resistant ESKAPE pathogens from food products across the globe imposes a threat to public health. A comprehensive understanding of the adhesion signaling involved in the polymicrobial and single-species biofilm will assist in developing alternative preservation techniques and novel therapeutic strategies to combat ESKAPE pathogens. The review provides a comprehensive overview of the signaling mechanisms that prevail in the ESKAPE pathogens for adhesion to abiotic and biotic surfaces and molecular mechanisms associated with poly-microbial biofilm-assisted AMR in ESKAPE.",2047-7732 (Electronic) 2047-7724 (Linking),2021 Apr 14,,['10.1080/20477724.2021.1916158 [doi]'],['eng'],England,"['ESKAPE', 'antimicrobial resistance', 'biofilms', 'polymicrobial', 'signaling']",,,
11,33909754,"['Karaoglan, Esen Sezen', 'Gormez, Arzu', 'Yilmaz, Bilal', 'Kaci, Fatma Necmiye', 'Ozgen, Ufuk']",Composition and bioactivity of essential oil from Stachys macrostachya (Wend.) Briq.,"Stachys species belonging to Lamiaceae family have been used for medicinal purposes since ancient times. The aim of the present study was to investigate the chemical compositions and antibacterial, anti-tyrosinase activities of the essential oil of Stachys macrostachya. The essential oil was prepared by hydrodistillation method using a Clevenger-type apparatus and chemical composition was determined by gas chromatography (GC). The antibacterial activity of essential oil was performed by the disc diffusion and microdilution broth method against five Gram-positive and two Gram-negative bacteria. The tyrosinase inhibitory activity was evaluated by minor modifications of Masuda's method. According to the results of GC analyses, twenty-three compounds were identified representing 91.9% of the total volatile composition. The main compounds were germacrene D (12.2%), globulol (10.9%), alpha-pinene (9.7%), and valencene (7.6%). The present study showed that the tested essential oil of S. macrostachya exhibited antibacterial activity against Acinetobacter baumannii (MIC 62.50 mug/mL) and tyrosinase inhibition activity (IC50 22.86 +/- 0.82 mug/mL). These results suggest that the essential oil could be exploited as a potential source of natural antimicrobial agents of this bacterium as well as tyrosinase inhibitors.",1678-2690 (Electronic) 0001-3765 (Linking),2021,"['ORCID: http://orcid.org/0000-0002-9098-9021', 'ORCID: http://orcid.org/0000-0003-3246-1824', 'ORCID: http://orcid.org/0000-0002-8574-7570', 'ORCID: http://orcid.org/0000-0003-3745-8173', 'ORCID: http://orcid.org/0000-0001-9839-6717']","['S0001-37652021000500702 [pii]', '10.1590/0001-3765202120200641 [doi]']",['eng'],Brazil,,,,
12,33907866,"['Hatefi Oskuei, Ramin', 'Darvish Alipour Astaneh, Shakiba', 'Rasooli, Iraj']","A conserved region of Acinetobacter trimeric autotransporter adhesion, Ata, provokes suppression of Acinetobacter baumannii virulence.","The Acinetobacter trimeric autotransporter adhesin (Ata) is an important virulence factor. The conserved region from the genomic sequence of a 6777bp/2258 amino acid of Acinetobacter baumannii ATCC(R)19606 ata was explored. A 263aa of the C-terminal of Ata (rcAta263) was expressed. The effect of rcAta263 on A. baumannii virulence was studied in a murine model. IgG and IgA were elicited and the mice groups challenged with A. baumannii showed significant survival rates from 66 to 100%. The bacterial loads were determined in the spleens, livers, and lungs of both control and test groups. The adhesion rate of A. baumannii to A549 cells in the presence of serum, cytotoxicity, mutagenicity, and biofilm disruption potential of rcAta263 were determined. Intraperitoneally challenged groups showed a significantly reduced bacterial load in the organs of the immunized mice. Intranasal challenge reduced 4 logs of bacterial CFU/g in the test group. The immunized mice sera reduced adherence of A. baumannii to A549 cells to 80%. No cytotoxic or mutagenic effect was detected. Biofilm disruption was significantly increased in the presence of immunized mice sera. Immunization with the conserved region of Ata significantly combats the virulence of A. baumannii which could be considered as a therapeutic strategy to control A. baumannii infections.",1432-072X (Electronic) 0302-8933 (Linking),2021 Apr 27,"['ORCID: http://orcid.org/0000-0002-5079-3155', 'ORCID: http://orcid.org/0000-0003-2131-5231', 'ORCID: http://orcid.org/0000-0002-0530-4324']","['10.1007/s00203-021-02343-1 [doi]', '10.1007/s00203-021-02343-1 [pii]']",['eng'],Germany,"['A. baumannii', 'Adhesion', 'Ata', 'Biofilm', 'Vaccine', 'Virulence']",,,
13,33907816,"['Chan, Derek C K', 'Burrows, Lori L']",Thiocillin and micrococcin exploit the ferrioxamine receptor of Pseudomonas aeruginosa for uptake.,"BACKGROUND: Thiopeptides are a class of antibiotics that are active against Gram-positive bacteria and inhibit translation. They were considered inactive against Gram-negative bacteria due to their inability to cross the outer membrane. However, we discovered previously that a member of this class, thiostrepton (TS), has activity against Pseudomonas aeruginosa and Acinetobacter baumannii under iron-limiting conditions. TS hijacks the pyoverdine siderophore receptors of P. aeruginosa to cross the outer membrane and synergizes with iron chelators. OBJECTIVES: To test other thiopeptides for antimicrobial activity against P. aeruginosa and determine their mechanism of uptake, action and spectrum of activity. METHODS: Eight thiopeptides were screened in chequerboard assays against a mutant of P. aeruginosa PA14 lacking both pyoverdine receptors. Thiopeptides that retain activity against a pyoverdine receptor-null mutant may use alternative siderophore receptors for entry. Susceptibility testing against siderophore receptor mutants was used to determine thiopeptide mechanism of uptake. RESULTS: The thiopeptides thiocillin (TC) and micrococcin (MC) use the ferrioxamine siderophore receptor (FoxA) for uptake and inhibit the growth of P. aeruginosa at low micromolar concentrations. The activity of TC required the TonB-ExbBD system used to energize siderophore uptake. TC acted through its canonical mechanism of action of translation inhibition. CONCLUSIONS: Multiple thiopeptides have antimicrobial activity against P. aeruginosa, countering the historical assumption that they cannot cross the outer membrane. These results demonstrate the potential for thiopeptides to act as antipseudomonal antibiotics.",1460-2091 (Electronic) 0305-7453 (Linking),2021 Apr 28,,"['6256240 [pii]', '10.1093/jac/dkab124 [doi]']",['eng'],England,,"['(c) The Author(s) 2021. Published by Oxford University Press on behalf of the', 'British Society for Antimicrobial Chemotherapy. All rights reserved. For', 'permissions, please email: journals.permissions@oup.com.']",,
14,33906750,"['Shafiee, Fatemeh', 'Naji Esfahani, Seyed Saeed', 'Hakamifard, Atousa', 'Soltani, Rasool']",In vitro synergistic effect of colistin and ampicillin/sulbactam with several antibiotics against clinical strains of multi-drug resistant Acinetobacter baumannii.,"PURPOSE: Nowadays, Acinetobacter baumannii is resistant to almost all available antibiotics. The evaluation of synergistic effects between the antibiotics against this pathogen is among the efforts to counteract its antimicrobial resistance. This study aimed to evaluate possible synergistic effect of colistin and ampicillin/sulbactam (separately) with several antibiotics against clinical isolates of multi-drug resistant (MDR) A. baumannii. METHODS: Acinetobacter baumannii strains were isolated from biological samples of hospitalized patients with any type of nosocomial infection related to this pathogen. Only MDR strains (resistance to at least three classes of antibiotics including cephalosporins, fluoroquinolones, and aminoglycosides) were included in the study. After determining the minimum inhibitory concentration (MIC) of antibiotics against the isolates by broth microdilution test, the checkerboard method was used for evaluation of any possible synergistic effect of both colistin and ampicillin/sulbactam with several other antibiotics. RESULTS: Twenty isolates underwent synergy test for colistin and 20 isolates for ampicillin/sulbacatam. Doxycycline (55%), azithromycin (35%), and co-trimoxazole (35%) had the most frequency of synergistic effect with colistin. On the other hand, amikacin and gentamicin (55%), doxycycline (50%), co-trimoxazole (45%), azithromycin (40%), and cefepime (40%) had the most frequency of synergistic effect with ampicillin/sulbactam. No antagonistic effect was observed for both antibiotics. CONCLUSION: Colistin and ampicillin/sulbactam have substantial synergistic effect with several antibiotics especially doxycycline, co-trimoxazole, azithromycin, and amikacin (with ampicillin/sulbactam) against MDR strains of Acinetobacter baumannii.",1998-3646 (Electronic) 0255-0857 (Linking),2021 Apr 24,,"['S0255-0857(21)00061-X [pii]', '10.1016/j.ijmmb.2021.04.006 [doi]']",['eng'],United States,"['Acinetobacter baumannii', 'Ampicillin/sulbactam', 'Antibiotic', 'Colistin', 'Synergistic effect']","['Copyright (c) 2021 Indian Association of Medical Microbiologists. Published by', 'Elsevier B.V. All rights reserved.']",,
15,33906516,"['Montemezzo, Micael', 'Ferrari, Micaela Dani', 'Kerstner, Estela', 'Santos, Venina Dos', 'Victorazzi Lain, Vincius', 'Wollheim, Claudia', 'Frozza, Caroline Olivieri da Silva', 'Roesch-Ely, Mariana', 'Baldo, Guilherme', 'Brandalise, Rosmary Nichele']",PHMB-loaded PDMS and its antimicrobial properties for biomedical applications.,"Given the global panorama of demands in the health area, the development of biomaterials becomes irreducible for the maintenance and/or improvement in the quality of life of the human being. Aiming to reduce the impacts related to infections in the healing processes of the dermal structure, the present work proposes the development of polydimethylsiloxane (PDMS) based membranes with the incorporated polyhexamethylenebiguanide (PHMB) antimicrobial agent. In the present study, the antimicrobial and antibiofilm properties of polydimethylsiloxane (PDMS) films incorporated with 0.1, 0.3, and 0.5% (w/w) of polyhexamethylene biguanide (PHMB) were evaluated, aiming the development of a protective biomaterial that avoids cutaneous infections from the autochthonous and allochthonous microbiota. The disk diffusion of PHMB-loaded PDMS has shown the growth inhibition of Escherichia coli (ATCC 9637), Pseudomonas aeruginosa (ATCC 27953), Acinetobacter baumannii (ATCC 19606), Staphylococcus aureus (ATCC 6538), Staphylococcus epidermidis (ATCC 12228), Streptococcus pyogenes (ATCC 19615), Bacillus subtilis (ATCC 6633) and also yeast-like fungi Candida albicans, all microorganisms found on the epidermal surface. Likewise, the present study demonstrated low cytotoxicity of the PHMB-loaded PDMS on HaCaT and L929 cells at lower concentrations (0.1% w/w), indicating the possibility of using the developed material as a dressing for wounds, burns, and post-surgical procedures.",1530-8022 (Electronic) 0885-3282 (Linking),2021 Apr 28,"['ORCID: https://orcid.org/0000-0002-6418-4633', 'ORCID: https://orcid.org/0000-0002-4719-6093']",['10.1177/08853282211011921 [doi]'],['eng'],England,"['Biomaterials', 'antibiofilm', 'antimicrobial', 'wound covering', 'wound healing']",,,
16,33902349,"['Ningsih, Baiq Nila Sari', 'Rukachaisirikul, Vatcharin', 'Pansrinun, Supansa', 'Phongpaichit, Souwalak', 'Preedanon, Sita', 'Sakayaroj, Jariya']",New aromatic polyketides from the marine-derived fungus Pseudopithomyces maydicus PSU-AMF350 and their antimicrobial activity.,"Four new aromatic polyketides including two diphenyl ethers (pseudopithoethers A-B, 1-2), one benzofuranone (pseudopithonone, 3) and one xanthone (pseudopithoxanthone, 4), along with two known compounds (5-6) and one new naturally occurring hydroquinone (alpha,2,5-trihydroxyacetophenone, 7) were isolated from the marine-derived fungus Pseudopithomyces maydicus PSU-AMF350. Their structures were identified by analysis of spectroscopic data. All isolated compounds were tested for antimicrobial activity. Only compound 7 displayed antibacterial activity against methicillin-resistant Staphylococcus aureus with the MIC value of 128 microg/mL and against S. aureus, Acinetobacter baumannii NPRC005 and A. baumannii NPRC007 with the same MIC value of 200 microg/mL.",1478-6427 (Electronic) 1478-6419 (Linking),2021 Apr 27,,['10.1080/14786419.2021.1915309 [doi]'],['eng'],England,"['Pseudopithomyces maydicus', 'antimicrobial activity', 'benzofuranone', 'diphenyl ether', 'hydroquinone', 'marine-derived fungus', 'xanthone']",,,
17,33897637,"['Carrasco, Leticia Dias de Melo', 'Dabul, Andrei Nicoli Gebieluca', 'Boralli, Camila Maria Dos Santos', 'Righetto, Gabriela Marinho', 'Carvalho, Iago Silva E', 'Dornelas, Janaina Valerini', 'Martins da Mata, Camila Pacheco Silveira', 'de Araujo, Cesar Augusto', 'Leite, Edna Marilea Meireles', 'Lincopan, Nilton', 'Camargo, Ilana Lopes Baratella da Cunha']",Polymyxin Resistance Among XDR ST1 Carbapenem-Resistant Acinetobacter baumannii Clone Expanding in a Teaching Hospital.,"Acinetobacter baumannii is an opportunistic pathogen primarily associated with multidrug-resistant nosocomial infections, for which polymyxins are the last-resort antibiotics. This study investigated carbapenem-resistant A. baumannii strains exhibiting an extensively drug-resistant (XDR) phenotype, including four isolates considered locally pan drug-resistant (LPDR), isolated from inpatients during an outbreak at a teaching hospital in Brazil. ApaI DNA macrorestriction followed by PFGE clustered the strains in three pulsotypes, named A to C, among carbapenem-resistant A. baumannii strains. Pulsotypes A and B clustered six polymyxin-resistant A. baumannii strains. MLST analysis of representative strains of pulsotypes A, B, and C showed that they belong, respectively, to sequence types ST1 (clonal complex, CC1), ST79 (CC79), and ST903. Genomic analysis of international clones ST1 and ST79 representative strains predicted a wide resistome for beta-lactams, aminoglycosides, fluoroquinolones, and trimethoprim-sulfamethoxazole, with bla OXA-23 and bla OXA-72 genes encoding carbapenem resistance. Amino acid substitutions in PmrB (Thr232Ile or Pro170Leu) and PmrC (Arg125His) were responsible for polymyxin resistance. Although colistin MICs were all high (MIC >/= 128 mg/L), polymyxin B MICs varied; strains with Pro170Leu substitution in PmrB had MICs > 128 mg/L, while those with Thr232Ile had lower MICs (16-64 mg/L), irrespective of the clone. Although the first identified polymyxin-resistant A. baumannii strain belonged to ST79, the ST1 strains were endemic and caused the outbreak most likely due to polymyxin B use. The genome comparison of two ST1 strains from the same patient, but one susceptible and the other resistant to polymyxin, revealed mutations in 28 ORFs in addition to pmrBC. The ORF codifying an acyl-CoA dehydrogenase has gained attention due to its fatty acid breakdown and membrane fluidity involvement. However, the role of these mutations in the polymyxin resistance mechanism remains unknown. To prevent the dissemination of XDR bacteria, the hospital infection control committee implemented the patient bathing practice with a 2% chlorhexidine solution, a higher concentration than all A. baumannii chlorhexidine MICs. In conclusion, we showed the emergence of polymyxin resistance due to mutations in the chromosome of the carbapenem-resistant A. baumannii ST1, a high-risk global clone spreading in this hospital.",1664-302X (Print) 1664-302X (Linking),2021,,['10.3389/fmicb.2021.622704 [doi]'],['eng'],Switzerland,"['A. baumannii ST1', 'A. baumannii ST79', 'PmrB', 'PmrC', 'carbapenem-resistant Acinetobacter baumannii', 'extensively drug-resistant', 'pan drug-resistant', 'polymyxin resistance']","['Copyright (c) 2021 Carrasco, Dabul, Boralli, Righetto, Carvalho, Dornelas,', 'Martins da Mata, Araujo, Leite, Lincopan and Camargo.']",,
18,33897328,"['Alam, Aftab', 'Singh, Vijender']",Composition and pharmacological activity of essential oils from two imported Amomum subulatum fruit samples.,"Objective: This work attempted to isolate, identify, and correlate the composition of essential oils (EOs) and pharmacological properties of two imported Amomum subulatum fruit samples. These samples were collected from Indian and KSA local supermarkets to ensure consistency in their therapeutic effects. Methods: EOs were extracted from Indian and KSA A. subulatum fruit samples using a hydro-distillation method and identified by gas chromatography-mass spectrometry (GC-MS). Antimicrobial activity against gram-negative bacteria (Pseudomonas aeruginosa, Escherichia coli, and Acinetobacter baumannii) was determined using minimum inhibitory (MIC) and minimum bactericidal concentration methods. Antioxidant and anti-inflammatory activities were determined using a 2,2-diphenyl-1-picrylhydrazyl-induced free radical assay, and a bovine albumin inhibitory assay, respectively. These analyses were performed to evaluate the pharmacological activities of the substances. Results: GC-MS retention times of both samples demonstrated 56 bioactive ingredients with different percentages. The principal bioactive compounds in the Indian and Saudi Arabian EO samples were 1,8-cineole (44.24% and 46.22%, respectively), alpha-terpineol (7.47% and 7.04%, respectively), terpinen-4-ol (5.01% and 4.83%, respectively), geraniol D (4.05% and 3.54%, respectively), and beta-pinene (3.38% and 3.98%, respectively). Superior antimicrobial activity against the selected strains was observed for both samples, with an MIC range of 0.5%-1%. Antioxidant assays demonstrated moderate activity in both samples. Moreover, the Indian and Saudi Arabian samples exhibited IC50 values of 53.12% and 55.26 mug/mL, respectively, in albumin denaturation inhibition assays. This indicated an outstanding anti-inflammatory potential comparable to ibuprofen. Conclusions: The composition of EOs from both samples exhibited similar qualitative but different quantitative variability. No major variations in the pharmacological properties of EOs were observed. More studies are essential for further validation of our study findings.",1658-3612 (Electronic) 1658-3612 (Linking),2021 Apr,,"['10.1016/j.jtumed.2020.10.007 [doi]', 'S1658-3612(20)30159-1 [pii]']",['eng'],Saudi Arabia,"['Amomum subulatum', 'Essential oils', 'Gas-chromatography', 'Marketed samples', 'Pharmacological activity']",['(c) 2020 The Authors.'],,
19,33896292,"['Erdogan Eliuz, Elif Ayse']",Antibacterial activity and antibacterial mechanism of ethanol extracts of Lentinula edodes (Shiitake) and Agaricus bisporus (button mushroom).,"The aim of the present work was the comparison of antimicrobial activity, mechanism and components of the ethanol extract (EE) from Lentinula edodes Berk (Pegler) and Agaricus bisporus Sing (Lange). The main component of EE of A. bisporus was dianhydromannitol (20.1%), while isosorbide/dianhydromannitol (21.8%) was detected at a high rate in L. edodes ethanol extract by GC-MS . The common phenolic acids were determined as chlorogenic acid, syringic acid, rutin, p-coumaric acid, ferulic acid, 2-hydroxy cinnamic acid, protocatechuic acid, abscisic acid, and trans-cinnamic acid in both mushroom extract by HPLC-MWD . The MICs (minimum inhibitory concentration) of L. edodes EE on Klebsiella pneumoniae, Staphylococcus aureus, Enterococcus faecalis and Acinetobacter baumannii were between 5.1 mg ml(-1) and 6.01 mg ml(-1), while MICs of A. bisporus EE on the pathogens were between 5.8 mg ml(-1) and 9.54 mg ml(-1). The highest DRA decrease was in E. faecalis (69.1%) for L. edodes and S. aureus (71.0%) for A. bisporus in the 20th minute. As a result, L. edodes and A. bisporus have a similar antibacterial effect on the pathogens, and this inhibition effect caused DNA, protein leakage and destruction of permeability of bacterial cell membrane by bioactive molecules in mushroom extract.",1369-1619 (Electronic) 0960-3123 (Linking),2021 Apr 24,,['10.1080/09603123.2021.1919292 [doi]'],['eng'],England,"['Lentinula edodes', 'agaricus bisporus', 'antibacterial activity', 'antimicrobial mechanism']",,,
20,33896011,"['Bratic, Vesna', 'Mihaljevic, Slobodan', 'Verzak, Zeljko', 'Plesko, Eva', 'Lukic, Anita', 'Cacic, Marko', 'Bedenic, Branka']",Prophylactic application of antibiotics selects extended-spectrum beta-lactamase and carbapenemases producing Gram-negative bacteria in the oral cavity.,"Prophylactic administration of broad-spectrum antibiotics in surgery can change the oral microbiome and induce colonization of oral cavity with Gram-negative bacteria including multidrug (MDR) or extensively- drug resistant (XDR) organisms which can lead to lower respiratory tract infections. The aim of the study was to analyze the Gram-negative isolates obtained from oral cavity of the mechanically ventilated patients in ICUs, after prophylactic application of antibiotics and their resistance mechanisms and to compare them with the isolates obtained from tracheal aspirates from the same patients. The antibiotic susceptibility was determined by broth dilution method. PCR was applied to detect genes encoding beta-lactamases. Marked diversity of Gram-negative bacteria and resistance mechanisms was found. High resistance rates and high rate of blaCTX-M and carbapenemase encoding genes (blaVIM-1 , blaOXA-48 ) were found among Klebsiella pneumoniae. Pseudomonas aeruginosa was found to harbour blaVIM and in one strain blaPER-1 gene, whereas Acinetobacter baumannii produced OXA-23-like and OXA-24/40-like oxacillinases and was XDR in all except one case. All XDR isolates belong to international clonal lineage II (IC II). The main finding of the study is that the prophlylactic application of antibiotics in surgery intensive care units (ICUs) is associated with the colonization of oral cavity and lower respiratory tract with Gram-negative bacteria. The identity of Gram-negative bacteria in oral cavity reflected those found in endotracheal aspirates leading to conclusion that oral swab as non-invasive specimen can predict the colonization of lower respiratory tract with resistant Gram-negative organisms and the risk for development of ventilator-associated pneumonia.",1472-765X (Electronic) 0266-8254 (Linking),2021 Apr 25,['ORCID: https://orcid.org/0000-0002-9975-6830'],['10.1111/lam.13493 [doi]'],['eng'],England,"['Acinetobacter baumannii', 'Klebsiella pneumoniae', 'Pseudomonas aeruginosa', 'carbapenemases', 'extended-spectrum beta-lactamases', 'microbiome', 'oral cavity', 'ventilator associated pneumonia']",['This article is protected by copyright. All rights reserved.'],,
